,source,file,SI-SDR,SI-SIR,SI-SAR,SD-SDR,SNR,SRR,SI-SDRi,SD-SDRi,SNRi,MIX-SI-SDR,MIX-SD-SDR,MIX-SNR
0,drums,710.json,12.009660601615906,17.584570050239563,13.41789424419403,11.107951116522539,12.097190618515015,18.37867492565252,11.471370784565806,10.569852840137434,11.613365933299065,0.5382898170500994,0.5380982763851055,0.48382468521595
1,drums,375.json,10.286304354667664,16.340041756629944,11.52946949005127,8.851739654611809,10.373212099075317,14.376179407708552,11.355731139919953,9.922621806053606,11.625501485541463,-1.0694267852522898,-1.0708821514417963,-1.2522893864661455
2,drums,2302.json,11.274356842041016,17.878761887550354,12.344744801521301,9.983408496210622,11.278806328773499,15.88754236657437,12.75738026946783,11.466547232102009,12.709131464362144,-1.483023427426815,-1.4831387358913877,-1.430325135588646
3,drums,513.json,10.599398016929626,15.528755784034729,12.283830046653748,8.818838163271678,10.477275848388672,13.552240765157165,10.268802251666784,8.488511707476935,10.101972594857216,0.3305957652628422,0.3303264557947433,0.375303253531456
4,drums,1633.json,10.819408297538757,35.88439583778381,10.832955837249756,9.913427267114137,11.040810346603394,17.165542810463585,34.09602701663971,33.19004633217273,34.33497905731201,-23.276618719100952,-23.27661906505859,-23.294168710708618
5,drums,272.json,6.127517521381378,13.594729900360107,6.985060274600983,3.7217708008742356,6.800704002380371,7.4410411726618975,13.615120649337769,11.210056309992606,14.549561142921448,-7.48760312795639,-7.488285509118371,-7.748857140541077
6,drums,3430.json,5.071238577365875,9.251025915145874,7.211179137229919,1.68065988011075,5.800327360630035,4.341491187779571,10.396855473518372,7.006385358832064,11.047783941030502,-5.325616896152496,-5.3257254787213135,-5.247456580400467
7,drums,1743.json,5.7211750745773315,15.040143132209778,6.266741454601288,3.4279776965254167,6.5492430329322815,7.321649531092893,16.672261953353882,14.379079118111298,17.555955350399017,-10.95108687877655,-10.95110142158588,-11.006712317466736
8,drums,3620.json,11.420084834098816,18.278722167015076,12.422418594360352,9.894795188709459,11.289631724357605,15.17948118179526,16.69375866651535,15.168479689086217,16.550654768943787,-5.273673832416534,-5.273684500376758,-5.261023044586182
9,drums,3247.json,7.20646470785141,11.89176857471466,9.01053935289383,5.04958942113667,7.655152678489685,9.123132248211418,10.83515539765358,8.678282773355274,11.279621720314026,-3.62869068980217,-3.628693352218605,-3.624469041824341
10,drums,1607.json,14.106407761573792,24.042809009552002,14.570988416671753,12.938122643823018,13.848972916603088,19.22957011138443,16.179236061871052,15.01099317881301,15.953764878213406,-2.0728283002972603,-2.0728705349899936,-2.1047919616103172
11,drums,3172.json,5.9147873520851135,17.612479329109192,6.219272017478943,3.254078930740513,6.574358940124512,6.645329171309783,26.205996572971344,23.545297115542144,26.894571781158447,-20.29120922088623,-20.291218184801632,-20.320212841033936
12,drums,886.json,3.7212486565113068,11.76335096359253,4.462542533874512,0.6432077279907751,5.056611597537994,3.588097311590025,15.181600004434586,12.104070289688158,16.198993623256683,-11.460351347923279,-11.460862561697382,-11.142382025718689
13,drums,3454.json,4.837229549884796,10.420602858066559,6.243893206119537,1.3077331504126377,5.615841746330261,3.856092628697825,11.799473464488983,8.270724964277306,12.32797235250473,-6.962243914604187,-6.962991813864669,-6.712130606174469
14,drums,3325.json,7.620677351951599,15.000242590904236,8.5075443983078,5.518829075723129,7.986408472061157,9.682836661103485,14.306248724460602,12.204532560384424,14.569214582443237,-6.685571372509003,-6.685703484661294,-6.58280611038208
15,drums,3183.json,8.615880906581879,20.99025011062622,8.874788880348206,7.258507496371731,9.018673598766327,12.970421584001551,17.822867333889008,16.472678234866827,19.316878616809845,-9.206986427307129,-9.214170738495095,-10.298205018043518
16,drums,2006.json,11.060989499092102,21.199692487716675,11.503313183784485,9.668186014695426,11.047449111938477,15.285231937354922,16.609541475772858,15.216832425489988,16.601537764072418,-5.548551976680756,-5.548646410794563,-5.554088652133942
17,drums,2430.json,13.52680504322052,19.257988929748535,14.87705409526825,12.165994189806128,13.214764595031738,17.869778162178008,15.280023254454136,13.919299212323402,14.925365634262562,-1.7532182112336159,-1.7533050225172733,-1.7106010392308235
18,drums,429.json,10.696070790290833,17.196900844573975,11.797124147415161,9.267069614038295,10.720292329788208,14.796648972553019,12.766498178243637,11.337649149661463,12.853328064084053,-2.0704273879528046,-2.0705795356231653,-2.133035734295845
19,drums,841.json,7.319954335689545,13.155684471130371,8.633733987808228,5.3313410340958285,7.79615193605423,9.680124522973607,12.596181333065033,10.608239065858369,12.880384624004364,-5.276226997375488,-5.27689803176254,-5.084232687950134
20,drums,2565.json,4.688145220279694,10.523462891578674,6.001480221748352,1.7084992315386338,5.677681863307953,4.763421131294286,13.417943120002747,10.439323087227109,14.346084296703339,-8.729797899723053,-8.730823855688476,-8.668402433395386
21,drums,324.json,5.766620934009552,10.895557403564453,7.3619383573532104,2.7977712731753632,6.377164721488953,5.856676397632724,13.218474686145782,10.249629741101373,13.815450668334961,-7.4518537521362305,-7.4518584679260105,-7.438285946846008
22,drums,2418.json,12.471823692321777,20.442835092544556,13.232056498527527,11.242555276685177,12.354151606559753,17.324852545503532,17.710919678211212,16.481657408649248,17.60295733809471,-5.239095985889435,-5.239102131964068,-5.248805731534958
23,drums,2642.json,5.966902673244476,13.284181952476501,6.857791543006897,3.3117893061836856,6.612654030323029,6.710522995255259,13.994138538837433,11.339099539829075,14.601565301418304,-8.027235865592957,-8.027310233645391,-7.988911271095276
