Unnamed: 0.1,Unnamed: 0,ESPR,SDR - SI-SDR
0.json,0,0.8331121802330017,0.5066639824090657
1.json,1,0.8539264798164368,0.41487767725079294
2.json,2,0.8729413151741028,0.08286518657341713
3.json,3,0.7759792804718018,-35.05474293009865
4.json,4,0.8689417839050293,0.3228632688666941
5.json,5,0.8467534184455872,0.5922448922201067
6.json,6,0.8614099025726318,0.2420293175369501
7.json,7,0.8309018611907959,0.005940721281584516
8.json,8,0.8384950757026672,-0.16854147015337873
9.json,9,0.8247138261795044,0.15856802064824824
10.json,10,0.8053821921348572,2.3685283231071725
11.json,11,0.9557581543922424,0.7046883975122427
12.json,12,0.9760843515396118,2.679426257577532
13.json,13,0.903003990650177,2.1958519033735326
14.json,14,0.8547170758247375,0.4126637674995397
15.json,15,0.9037719964981079,1.1750295474507872
16.json,16,0.9215354919433594,1.2608996991427546
17.json,17,0.8817257285118103,0.495513349503625
18.json,18,0.9016472697257996,0.19867540497613406
19.json,19,0.9463851451873779,-1.0632757535467174
20.json,20,0.8380935192108154,0.24684052454800745
21.json,21,0.8578711152076721,0.38042807848077054
22.json,22,0.8710860610008241,0.4321137831599291
23.json,23,0.7725978493690491,0.9541734983412544
24.json,24,0.6341594457626343,1.3526823065738909
25.json,25,0.7095817923545837,0.2783941077907297
26.json,26,0.8115265369415283,0.367194969739872
27.json,27,0.7953906059265137,-29.65749373842024
28.json,28,65.38113403320311,35.963434426476326
29.json,29,0.8729024529457092,1.6079111698200341
30.json,30,0.8666703104972839,5.463172253349823
31.json,31,0.9088851809501648,0.15729334126818273
32.json,32,0.8657645583152771,0.8164046636739215
33.json,33,0.9264537692070008,-0.9254766018356309
34.json,34,0.9446146488189696,0.0009634607329509493
35.json,35,0.8527092933654785,0.9100877381882472
36.json,36,0.7858261466026306,0.7761803703836732
37.json,37,0.8616938591003418,0.3927338154423197
38.json,38,0.8894116282463074,0.5736196873881099
39.json,39,0.8798847794532776,1.3903713436106475
40.json,40,0.8152188062667847,0.6334768535710262
41.json,41,0.7899110913276672,1.6019881695311806
42.json,42,0.7090005874633789,1.8634686771481244
43.json,43,0.5226232409477234,1.90436847900328
44.json,44,0.5553816556930542,2.525321375571536
45.json,45,0.8124033808708191,0.16377204983563587
46.json,46,0.9061471223831176,0.8944495622587283
47.json,47,0.8349885344505309,-0.9909983207714568
48.json,48,0.9690632224082948,1.0750501559182437
49.json,49,0.9308261871337892,-0.026458632940835614
50.json,50,0.8886485099792479,0.8034002973859238
51.json,51,0.8753547668457031,0.523215394993322
52.json,52,0.9147186279296876,0.8326315173340886
53.json,53,0.8577019572257996,-0.1831010553365484
54.json,54,0.8312859535217285,0.5662437141822734
55.json,55,0.8312801122665405,0.7718020841390308
56.json,56,0.7892361283302307,0.8087026068488443
57.json,57,0.6268653869628906,2.4742718346517005
58.json,58,0.5334306359291077,1.6193225133956828
59.json,59,0.6528427004814148,3.637061520215152
60.json,60,0.8415563702583313,-0.2695892537742539
61.json,61,0.7690079212188721,0.9353115535590896
62.json,62,0.8498669266700745,1.5180867626085401
63.json,63,0.4926881790161133,1.8163457704243984
64.json,64,0.6377619504928589,0.9671164213476748
65.json,65,0.8203670382499695,2.444220762465921
66.json,66,0.8029695153236389,0.8336535139447143
