,source,file,SDR,ISR,SIR,SAR,SI-SDR,SI-SIR,SI-SAR,SD-SDR,SNR,SRR,SI-SDRi,SD-SDRi,SNRi,MIX-SI-SDR,MIX-SD-SDR,MIX-SNR
3503,other,706.json,2.0574821701642043,8.928084426033712,1.6864723626600728,4.469240829740628,-0.822247676551342,6.311682090163231,0.24721723049879074,-1.6526864420679843,1.7365411971695721,6.428942385424224,8.458303399384022,7.6279201219574535,10.938107774127275,-9.280551075935364,-9.280606564025437,-9.201566576957703
3504,other,1618.json,5.828431771583745,12.813845157210652,7.284327640194781,8.773698363369135,4.168197214603424,8.571455478668213,6.125138700008392,3.4169857947245377,5.460072755813599,11.530494255959614,5.258101522922516,4.507560189445714,6.451425943523645,-1.0899043083190918,-1.0905743947211763,-0.9913531877100468
3505,other,678.json,2.8749549834328993,5.7347073504198125,5.490748209571214,3.4694954807544427,-0.48866223252844065,11.284384727478027,-0.16987985000014305,-3.232121188271468,2.758989930152893,0.06337447515640968,11.131959448684938,8.388518370598307,14.431846737861633,-11.620621681213379,-11.620639558869776,-11.67285680770874
3506,other,853.json,8.292937158833004,16.241109363426144,11.14527202524406,11.18065452435892,7.278832495212555,15.345685482025146,8.076066076755524,6.880271423270704,7.964324653148651,17.528073082685765,7.193545587360859,6.796386440267247,8.034080751240253,0.08528690785169601,0.08388498300345709,-0.06975609809160233
3507,other,1014.json,5.333029321718498,11.257073845881722,6.587833033300243,7.162719023788221,3.4326501935720444,9.064086973667145,4.8203787207603455,2.8013415097466865,4.835817813873291,11.582510869550637,6.008880101144314,5.377763458288743,7.489895671606064,-2.5762299075722694,-2.5764219485420563,-2.654077857732773
3508,other,1067.json,6.500287519595377,16.454518567113787,8.338988004337232,8.89417163860698,6.083005964756012,13.95375669002533,6.863060891628265,5.82138992443214,6.830221116542816,18.199632310306377,10.057104527950287,9.795925608775994,10.72903722524643,-3.974098563194275,-3.9745356843438526,-3.8988161087036133
3509,other,648.json,4.221583160975094,7.498530311455651,6.723270255971597,5.564518910349037,2.1577008813619614,9.436516463756561,3.0730295181274414,-0.021682941706206105,4.226753413677216,4.026212447643057,7.299274429678917,5.121320711667856,9.189925342798233,-5.141573548316956,-5.143003653374062,-4.9631719291210175
3510,other,34.json,2.3225602850855323,7.357815956509248,4.0765337751792075,3.5323462732678497,-0.4597971122711897,5.271478891372681,0.8924851566553116,-1.4690027484851964,2.2735491394996643,5.375552307378307,7.784098954871297,6.776090865192197,10.851047039031982,-8.243896067142487,-8.245093613677394,-8.577497899532318
3511,other,1154.json,2.5822073921865845,8.35257374302198,2.190868968747969,6.603772114603277,-1.6933198273181915,0.09701523929834366,3.0391432344913483,-1.9091764957400725,0.20094167441129684,11.235389649607844,6.415649801492691,6.201521465023738,8.733328096568584,-8.108969628810883,-8.110697960763812,-8.532386422157288
3512,other,134.json,1.3468340933096852,1.7237304958671706,15.339560795893384,2.488114486761424,-3.592769131064415,18.573939204216003,-3.56611467897892,-12.214058782985676,1.4533275365829468,-11.54571272591943,-1.5075812488794327,-10.127290427431173,3.3418696373701096,-2.0851878821849823,-2.0867683555545034,-1.8885421007871628
3513,other,1378.json,5.340057469736053,11.077193135055499,9.914843283892704,5.880484969305993,3.9979177713394165,13.44972550868988,4.5206379890441895,2.7949872967179177,5.444516837596893,8.95896198893649,8.080597817897797,6.878069230596987,9.654098153114319,-4.08268004655838,-4.083081933879068,-4.2095813155174255
3514,other,505.json,3.471480494700419,8.236482994978566,3.571823825548437,7.15127867360284,1.238143965601921,4.427192509174347,4.077180773019791,-0.14310337441610033,3.5437868535518646,5.55199135446499,4.231697395443916,2.8504828162401976,6.5280043333768845,-2.9935534298419952,-2.993586190656298,-2.98421747982502
3515,other,690.json,1.662916763375222,6.255526905037732,2.9199065842124963,2.413900793496056,-1.9845504313707352,6.677535325288773,-1.232336089015007,-3.7393797004799385,1.7298232018947601,1.1410593371800626,9.857858344912529,8.10308780437583,13.507415503263474,-11.842408776283264,-11.842467504855769,-11.777592301368713
3516,other,1552.json,1.545040297303977,4.2619312833444125,-0.5888041053137651,1.1269877356476494,-3.847689628601074,3.137843906879425,-2.8779997676610947,-6.50166258858008,1.1858318373560905,-3.0647951214111515,6.219778656959534,3.565942717119243,11.410103552043438,-10.067468285560608,-10.067605305699324,-10.224271714687347
3517,other,319.json,5.188697050664992,8.533937266053353,8.238748644638825,8.02720402958726,3.7946628034114838,10.262631177902222,4.904585480690002,1.5387713131830505,5.249339193105698,5.467110487967664,6.949738264083862,4.694152321428515,8.49668800830841,-3.1550754606723785,-3.155381008245465,-3.247348815202713
3518,other,585.json,3.802603629205567,5.400260430215625,7.021712646354432,3.933972567925516,1.0057272389531136,8.537285327911377,1.8549249321222305,-2.994752903323141,3.425033390522003,-0.7804847943020181,2.2372153028845787,-1.759656585830282,4.954743385314941,-1.2314880639314651,-1.2350963174928589,-1.5297099947929382
3519,other,1646.json,5.452070459389466,11.050482282396171,6.752650934782426,8.281327601470844,3.736541122198105,8.742905855178833,5.38469985127449,2.715353828440678,5.2154964208602905,9.538555842783317,5.061503779143095,4.040505063181622,6.560154198668897,-1.3249626569449902,-1.3251512347409435,-1.3446577778086066
3520,other,1420.json,1.2358117221092675,7.330732054272157,4.9251736890565,1.3757034446442646,-3.2255011796951294,6.689002513885498,-2.7577078342437744,-3.9321785343519498,0.20109732635319233,4.302081427129019,10.582109689712524,9.875835431734457,14.41783388145268,-13.807610869407654,-13.808013966086406,-14.216736555099487
3521,other,1134.json,3.6807478063545473,5.934117910082282,8.006340972870882,6.255577312146489,1.6141775250434875,10.652506947517395,2.1928539127111435,-1.3024183256757995,3.862123340368271,1.805845984063097,1.7386896477546543,-1.1769660916624884,3.8642213959246874,-0.12451212271116674,-0.12545223401331113,-0.0020980555564165115
3522,other,1473.json,8.86970974228397,14.332098491568651,12.108767634659731,10.934538828065499,7.942842245101929,13.830416202545166,9.252109229564667,7.192915343947302,8.573764562606812,15.410574047424129,4.7479261457920074,3.9986965683633566,5.450632870197296,3.1949160993099213,3.1942187755839457,3.1231316924095154
3523,other,741.json,7.777555033065491,8.592920855611597,11.341309158149791,9.270378258139413,3.4920258820056915,13.289293050765991,3.974195718765259,1.760054624377149,5.091793537139893,6.620824367288392,6.1197929084300995,4.394746053552122,8.025635182857513,-2.627767026424408,-2.6346914291749726,-2.933841645717621
